"CASRN"	"DTXSID"	"Chemical_Name"	"LD50_mgkg"	"test_type"
"103-11-7"	"DTXSID9025297"	"2-Ethylhexyl acrylate"	6700	"point estimate"
"103-16-2"	"DTXSID2020717"	"4-(Benzyloxyl)phenol"	3200	"limit test (greater than)"
"103-23-1"	"DTXSID0020606"	"Di(2-ethylhexyl) adipate"	5600	"point estimate"
"103-23-1"	"DTXSID0020606"	"Di(2-ethylhexyl) adipate"	9100	"point estimate"
"103-23-1"	"DTXSID0020606"	"Di(2-ethylhexyl) adipate"	9110	"point estimate"
"103-23-1"	"DTXSID0020606"	"Di(2-ethylhexyl) adipate"	19100	"point estimate"
"103-23-1"	"DTXSID0020606"	"Di(2-ethylhexyl) adipate"	20000	"limit test (greater than)"
"103-23-1"	"DTXSID0020606"	"Di(2-ethylhexyl) adipate"	25000	"point estimate"
"103-23-1"	"DTXSID0020606"	"Di(2-ethylhexyl) adipate"	45000	"point estimate"
"103-24-2"	"DTXSID3026697"	"Bis(2-ethylhexyl) nonanedioate"	2000	"limit test (greater than)"
"103-28-6"	"DTXSID6047602"	"Benzyl 2-methylpropanoate"	2850	"point estimate"
"103-29-7"	"DTXSID8041668"	"Bibenzyl"	4518	"point estimate"
"103-33-3"	"DTXSID8020123"	"Azobenzene"	1000	"point estimate"
"103-34-4"	"DTXSID8026698"	"4,4'-Dithiodimorpholine"	4300	"point estimate"
"103-34-4"	"DTXSID8026698"	"4,4'-Dithiodimorpholine"	5600	"point estimate"
"103-36-6"	"DTXSID9022520"	"Ethyl cinnamate"	4000	"point estimate"
"103-37-7"	"DTXSID7047510"	"Benzyl butyrate"	2330	"point estimate"
"103-38-8"	"DTXSID1047603"	"Benzyl 3-methylbutanoate"	5000	"limit test (greater than)"
"103-41-3"	"DTXSID3041663"	"Benzyl cinnamate"	5380	"point estimate"
"103-41-3"	"DTXSID3041663"	"Benzyl cinnamate"	5530	"point estimate"
"103-44-6"	"DTXSID20870444"	"1-Ethenoxy-2-ethylhexane"	1350	"point estimate"
"103-45-7"	"DTXSID7044506"	"2-Phenylethyl acetate"	3670	"point estimate"
"103-45-7"	"DTXSID7044506"	"2-Phenylethyl acetate"	5000	"point estimate"
"103-45-7"	"DTXSID7044506"	"2-Phenylethyl acetate"	5200	"point estimate"
"103-48-0"	"DTXSID7044764"	"2-Phenylethyl 2-methylpropanoate"	5200	"point estimate"
"103-50-4"	"DTXSID5025819"	"Dibenzyl ether"	2500	"point estimate"
"103-53-7"	"DTXSID1047605"	"2-Phenylethyl 3-phenylprop-2-enoate"	5000	"point estimate"
"103-54-8"	"DTXSID2044765"	"3-Phenylprop-2-en-1-yl acetate"	3300	"point estimate"
"103-56-0"	"DTXSID1047607"	"3-Phenylprop-2-en-1-yl propanoate"	3400	"point estimate"
"103-59-3"	"DTXSID6047608"	"3-Phenylprop-2-en-1-yl 2-methylpropanoate"	5000	"limit test (greater than)"
"103-60-6"	"DTXSID7042279"	"Phenoxyethyl isobutyrate"	5000	"limit test (greater than)"
"103-63-9"	"DTXSID1033876"	"Phenethyl bromide"	811	"point estimate"
"103-64-0"	NA	NA	1250	"point estimate"
"103-65-1"	"DTXSID3042219"	"Propylbenzene"	6040	"point estimate"
"103-71-9"	"DTXSID5051521"	"Phenyl isocyanate"	800	"point estimate"
"103-71-9"	"DTXSID5051521"	"Phenyl isocyanate"	940	"point estimate"
"103-74-2"	"DTXSID2044767"	"2-(Pyridin-2-yl)ethanol"	3842	"point estimate"
"103-74-2"	"DTXSID2044767"	"2-(Pyridin-2-yl)ethanol"	4878	"point estimate"
"103-74-2"	"DTXSID2044767"	"2-(Pyridin-2-yl)ethanol"	6061	"point estimate"
"103-74-2"	"DTXSID2044767"	"2-(Pyridin-2-yl)ethanol"	9500	"point estimate"
"103-75-3"	"DTXSID40883293"	"2H-Pyran, 2-ethoxy-3,4-dihydro-"	6160	"point estimate"
"103-82-2"	"DTXSID2021656"	"Phenylacetic acid"	2250	"point estimate"
"103-83-3"	"DTXSID8021854"	"N,N-Dimethylbenzylamine"	265	"point estimate"
"103-84-4"	"DTXSID2022543"	"Acetanilide"	800	"point estimate"
"103-85-5"	"DTXSID9021134"	"1-Phenyl-2-thiourea"	3	"point estimate"
"103-90-2"	"DTXSID2020006"	"Acetaminophen"	1944	"point estimate"
"103-90-2"	"DTXSID2020006"	"Acetaminophen"	2400	"point estimate"
"103-95-7"	"DTXSID2044769"	"2-Methyl-3-[4-(propan-2-yl)phenyl]propanal"	3810	"point estimate"
"10305-38-1"	NA	NA	2500	"point estimate"
"10305-41-6"	NA	NA	2000	"limit test (greater than)"
"103079-06-7"	NA	NA	5000	"limit test (greater than)"
"1031-47-6"	"DTXSID2042482"	"Triamiphos"	20	"point estimate"
"10310-32-4"	"DTXSID7023697"	"Tribenoside"	20000	"limit test (greater than)"
"10310-38-0"	"DTXSID20872766"	"Ethylenebis[tris(2-cyanoethyl)phosphonium bromide]"	10000	"point estimate"
"103112-35-2"	"DTXSID6041268"	"Fenchlorazole-ethyl"	5000	"limit test (greater than)"
"10312-19-3"	NA	NA	188	"point estimate"
"10312-20-6"	NA	NA	18	"point estimate"
"10326-41-7"	"DTXSID0047030"	"D-Lactic acid"	3543	"point estimate"
"10326-41-7"	"DTXSID0047030"	"D-Lactic acid"	4936	"point estimate"
"10326-41-7"	"DTXSID0047030"	"D-Lactic acid"	5000	"limit test (greater than)"
"10326-41-7"	"DTXSID0047030"	"D-Lactic acid"	5000	"limit test (less than)"
"10329-95-0"	NA	NA	8000	"limit test (greater than)"
"10329-96-1"	"DTXSID80145746"	"Morpholino-beta-thalidomide"	8000	"limit test (greater than)"
"10331-57-4"	"DTXSID5023249"	"Menichlopholan"	10	"point estimate"
"103335-54-2"	NA	NA	2000	"limit test (greater than)"
"103361-09-7"	"DTXSID7032555"	"Flumioxazin"	5000	"limit test (greater than)"
"1034-01-1"	"DTXSID4040713"	"Octyl gallate"	1960	"point estimate"
"1034-01-1"	"DTXSID4040713"	"Octyl gallate"	2710	"point estimate"
"103446-98-6"	"DTXSID80145862"	"AA 2379"	2380	"point estimate"
"10347-54-3"	"DTXSID2065046"	"1,4-Bis(isocyanatomethyl)cyclohexane"	1600	"point estimate"
"103628-48-4"	"DTXSID60145966"	"Sumatriptan succinate"	2939	"limit test (greater than)"
"10389-72-7"	"DTXSID90146128"	"Clortermine hydrochloride"	332	"point estimate"
"103890-78-4"	"DTXSID1046429"	"Lacidipine"	880	"point estimate"
"1039-59-4"	"DTXSID40146133"	"Phenothiazine, 10-(3-dimethylaminopropyl)-2-methylthio-"	1450	"point estimate"
"10397-75-8"	"DTXSID7023148"	"Iocarmic acid"	16000	"limit test (greater than)"
"104-14-3"	"DTXSID7043873"	"Octopamine"	1240	"point estimate"
"104-15-4"	"DTXSID0026701"	"4-Methylbenzenesulfonic acid"	400	"point estimate"
"104-15-4"	"DTXSID0026701"	"4-Methylbenzenesulfonic acid"	2480	"point estimate"
"104-20-1"	"DTXSID5047166"	"4-(4-Methoxyphenyl)-2-butanone"	5000	"limit test (greater than)"
"104-27-8"	"DTXSID4047412"	"1-(4-Methoxyphenyl)-1-pentene-3-one"	5000	"limit test (greater than)"
"104-40-5"	"DTXSID5033836"	"4-Nonylphenol"	1620	"point estimate"
"104-45-0"	"DTXSID0042325"	"4-Propylanisole"	4400	"point estimate"
"104-46-1"	"DTXSID4020086"	"Anethole"	2090	"point estimate"
"104-50-7"	"DTXSID1047609"	"4-Octanolide"	4400	"point estimate"
"104-53-0"	"DTXSID0047610"	"3-Phenylpropanal"	5000	"limit test (greater than)"
"104-54-1"	"DTXSID9041491"	"3-Phenyl-2-propen-1-ol"	2000	"point estimate"
"104-55-2"	"DTXSID1024835"	"3-Phenylprop-2-enal"	2200	"point estimate"
"104-55-2"	"DTXSID1024835"	"3-Phenylprop-2-enal"	2220	"point estimate"
"104-55-2"	"DTXSID1024835"	"3-Phenylprop-2-enal"	3400	"point estimate"
"104-57-4"	"DTXSID5059298"	"Formic acid, phenylmethyl ester"	1400	"point estimate"
"104-61-0"	"DTXSID0034229"	"gamma-Nonanolactone"	5000	"limit test (greater than)"
"104-61-0"	"DTXSID0034229"	"gamma-Nonanolactone"	6600	"point estimate"
"104-61-0"	"DTXSID0034229"	"gamma-Nonanolactone"	9780	"point estimate"
"104-62-1"	"DTXSID2059300"	"Formic acid, 2-phenylethyl ester"	3220	"point estimate"
"104-64-3"	"DTXSID40861713"	"Benzenepropanol, 1-formate"	4090	"point estimate"
"104-65-4"	"DTXSID00861714"	"2-Propen-1-ol, 3-phenyl-, 1-formate"	2900	"point estimate"
"104-66-5"	"DTXSID5026706"	"1,2-Diphenoxyethane"	5000	"limit test (greater than)"
"104-67-6"	"DTXSID4034287"	"5-Heptyldihydro-2(3H)-furanone"	18500	"point estimate"
"104-75-6"	"DTXSID4025298"	"2-Ethylhexylamine"	450	"point estimate"
"104-76-7"	"DTXSID5020605"	"2-Ethyl-1-hexanol"	2047	"point estimate"
"104-76-7"	"DTXSID5020605"	"2-Ethyl-1-hexanol"	2053	"point estimate"
"104-76-7"	"DTXSID5020605"	"2-Ethyl-1-hexanol"	3730	"point estimate"
"104-78-9"	"DTXSID7059303"	"1,3-Propanediamine, N,N-diethyl-"	410	"point estimate"
"104-78-9"	"DTXSID7059303"	"1,3-Propanediamine, N,N-diethyl-"	550	"point estimate"
"104-78-9"	"DTXSID7059303"	"1,3-Propanediamine, N,N-diethyl-"	830	"point estimate"
"104-78-9"	"DTXSID7059303"	"1,3-Propanediamine, N,N-diethyl-"	1410	"point estimate"
"104-85-8"	"DTXSID6026169"	"4-Methylbenzonitrile"	3800	"point estimate"
"104-87-0"	"DTXSID9041520"	"4-Methylbenzaldehyde"	1600	"point estimate"
"104-89-2"	"DTXSID00870447"	"Piperidine, 5-ethyl-2-methyl-"	540	"point estimate"
"104-90-5"	"DTXSID7021861"	"5-Ethyl-2-methylpyridine"	368	"point estimate"
"104-90-5"	"DTXSID7021861"	"5-Ethyl-2-methylpyridine"	800	"limit test (greater than)"
"104-90-5"	"DTXSID7021861"	"5-Ethyl-2-methylpyridine"	1800	"limit test (less than)"
"104-92-7"	"DTXSID2059308"	"Benzene, 1-bromo-4-methoxy-"	1907	"limit test (greater than)"
"104-94-9"	"DTXSID7024532"	"4-Methoxyaniline"	1320	"point estimate"
"104-94-9"	"DTXSID7024532"	"4-Methoxyaniline"	1400	"point estimate"
"10402-52-5"	"DTXSID40864264"	"Benzeneethanol, .beta.-methyl-, 1-acetate"	4300	"point estimate"
"10402-53-6"	"DTXSID1046631"	"Eprazinone dihydrochloride"	763	"point estimate"
"104040-78-0"	"DTXSID3034610"	"Flazasulfuron"	5000	"limit test (greater than)"
"10405-02-4"	"DTXSID7023724"	"Trospium chloride"	1510	"point estimate"
"10411-92-4"	NA	NA	300	"limit test (greater than)"
"10411-92-4"	NA	NA	2000	"limit test (less than)"
"10415-87-9"	"DTXSID60864266"	"Benzenepropanol, .alpha.-ethyl-.alpha.-methyl-"	2950	"point estimate"
"10419-79-1"	"DTXSID40146335"	"Phosphonic acid, (2-chloroethyl)-, diethyl ester"	1000	"point estimate"
"10420-33-4"	"DTXSID0041692"	"Dimethyl acetylsuccinate"	2000	"limit test (greater than)"
"104206-82-8"	"DTXSID7032424"	"Mesotrione"	5000	"limit test (greater than)"
"10423-37-7"	"DTXSID00146356"	"Citenamide"	1800	"point estimate"
"10436-39-2"	"DTXSID2051475"	"1,1,2,3-Tetrachloropropene"	350	"point estimate"
"10443-70-6"	"DTXSID4058287"	"MCPB ethyl"	1420	"point estimate"
"10447-38-8"	NA	NA	440	"point estimate"
"104485-01-0"	"DTXSID70883140"	"Trapencaine"	1030	"point estimate"
"1045-21-2"	"DTXSID10146509"	"Pentoxyverine hydrochloride"	830	"point estimate"
"10453-86-8"	"DTXSID7022253"	"Resmethrin"	1244	"point estimate"
"10453-86-8"	"DTXSID7022253"	"Resmethrin"	1400	"point estimate"
"10453-86-8"	"DTXSID7022253"	"Resmethrin"	1721	"point estimate"
"10453-86-8"	"DTXSID7022253"	"Resmethrin"	1987	"point estimate"
"104617-50-7"	NA	NA	2000	"limit test (greater than)"
"104632-26-0"	"DTXSID6023496"	"Pramipexole"	548	"limit test (greater than)"
"104632-26-0"	"DTXSID6023496"	"Pramipexole"	800	"limit test (greater than)"
"104653-34-1"	"DTXSID4032374"	"Difethialone"	0.55	"point estimate"
"104653-34-1"	"DTXSID4032374"	"Difethialone"	0.56	"point estimate"
"104683-52-5"	"DTXSID50146649"	"CI 926"	383	"point estimate"
"1047-16-1"	"DTXSID5027354"	"Quinacridone"	2000	"limit test (greater than)"
"1047-16-1"	"DTXSID5027354"	"Quinacridone"	5000	"limit test (greater than)"
"1047-16-1"	"DTXSID5027354"	"Quinacridone"	10000	"limit test (greater than)"
"10474-14-3"	NA	NA	780	"point estimate"
"104821-37-6"	NA	NA	472	"point estimate"
"10484-36-3"	"DTXSID2065092"	"Benzene, 2-methoxy-1-(pentyloxy)-4-(1-propenyl)-"	5000	"limit test (greater than)"
"10486-14-3"	"DTXSID90884477"	"Benzeneacetic acid, (3S)-3,7-dimethyl-7-octen-1-yl ester"	5000	"limit test (greater than)"
"104902-34-3"	"DTXSID80146819"	"1,8-Naphthyridin-2(1H)-one, 1-(3-(trifluoromethyl)phenyl)-"	256	"limit test (greater than)"
"104907-82-6"	"DTXSID60146832"	"Pyrazole-4-carboxylic acid, 5-(3,4-dihydro-2-ethyl-4-oxoquinazolin-3-yl)-1-methyl-, ethyl ester"	1825	"point estimate"
"10497-05-9"	NA	NA	3440	"point estimate"
"104987-11-3"	"DTXSID5046354"	"Tacrolimus"	134	"point estimate"
"105-01-1"	"DTXSID4051532"	"Isobutyl furan-2-propionate"	1950	"point estimate"
"105-05-5"	"DTXSID4026711"	"1,4-Diethylbenzene"	2000	"limit test (greater than)"
"105-11-3"	"DTXSID8021222"	"p-Benzoquinone dioxime"	464	"point estimate"
"105-12-4"	"DTXSID5029138"	"Benzene, 1,4-dinitroso-"	1020	"point estimate"
"105-16-8"	"DTXSID4026713"	"2-(Diethylamino)ethyl methacrylate"	4696	"point estimate"
"105-21-5"	"DTXSID5047611"	"1,4-Heptanolide"	5000	"limit test (greater than)"
"105-28-2"	"DTXSID0043769"	"2-Heptadecyl-2-imidazoline"	3170	"point estimate"
"105-30-6"	"DTXSID9026714"	"2-Methyl-1-pentanol"	1410	"point estimate"
"105-31-7"	"DTXSID4051536"	"Hex-1-yn-3-ol"	126	"point estimate"
"105-34-0"	"DTXSID8033649"	"Methyl cyanoacetate"	2000	"limit test (greater than)"
"105-37-3"	"DTXSID1040110"	"Ethyl propionate"	8732	"point estimate"
"105-45-3"	"DTXSID9026716"	"Methyl acetoacetate"	2000	"limit test (greater than)"
"105-45-3"	"DTXSID9026716"	"Methyl acetoacetate"	2230	"limit test (greater than)"
"105-45-3"	"DTXSID9026716"	"Methyl acetoacetate"	2580	"point estimate"
"105-45-3"	"DTXSID9026716"	"Methyl acetoacetate"	2920	"limit test (greater than)"
"105-45-3"	"DTXSID9026716"	"Methyl acetoacetate"	2980	"limit test (less than)"
"105-45-3"	"DTXSID9026716"	"Methyl acetoacetate"	3000	"point estimate"
"105-45-3"	"DTXSID9026716"	"Methyl acetoacetate"	3228	"point estimate"
"105-45-3"	"DTXSID9026716"	"Methyl acetoacetate"	3370	"point estimate"
"105-45-3"	"DTXSID9026716"	"Methyl acetoacetate"	3900	"limit test (less than)"
"105-46-4"	"DTXSID0047612"	"Butan-2-yl acetate"	3200	"point estimate"
"105-54-4"	"DTXSID6040111"	"Ethyl butyrate"	13000	"point estimate"
"105-55-5"	"DTXSID8020466"	"N,N'-Diethylthiourea"	316	"point estimate"
"105-56-6"	"DTXSID9026718"	"Ethyl cyanoacetate"	2000	"limit test (greater than)"
"105-56-6"	"DTXSID9026718"	"Ethyl cyanoacetate"	2000	"point estimate"
"105-57-7"	"DTXSID6030607"	"Acetal"	4600	"point estimate"
"105-64-6"	"DTXSID3026722"	"Peroxydicarbonic acid, bis(1-methylethyl) ester"	2140	"point estimate"
"105-66-8"	"DTXSID6059318"	"Butanoic acid, propyl ester"	15000	"point estimate"
"105-67-9"	"DTXSID2021864"	"2,4-Dimethylphenol"	2300	"point estimate"
"105-67-9"	"DTXSID2021864"	"2,4-Dimethylphenol"	3200	"point estimate"
"105-75-9"	"DTXSID7021865"	"Dibutyl (2E)-but-2-enedioate"	8530	"point estimate"
"105-76-0"	"DTXSID3026724"	"Dibutyl maleate"	3700	"point estimate"
"105-82-8"	"DTXSID5059325"	"Propane, 1,1'-[ethylidenebis(oxy)]bis-"	5000	"limit test (greater than)"
"105-85-1"	"DTXSID1044772"	"3,7-Dimethyloct-6-en-1-yl formate"	8400	"point estimate"
"105-86-2"	"DTXSID0047614"	"(2E)-3,7-Dimethylocta-2,6-dien-1-yl formate"	6000	"limit test (greater than)"
"105-87-3"	"DTXSID0020654"	"Geranyl acetate"	6330	"point estimate"
"105-90-8"	"DTXSID8051540"	"Geranyl propionate"	5000	"limit test (greater than)"
"105-91-9"	"DTXSID90883167"	"Neryl propionate"	5000	"limit test (greater than)"
"1050-48-2"	"DTXSID1057612"	"Benzilonium bromide"	760	"point estimate"
"10508-09-5"	"DTXSID9051533"	"Bis(2-methylbutan-2-yl) peroxide"	1700	"point estimate"
"10508-09-5"	"DTXSID9051533"	"Bis(2-methylbutan-2-yl) peroxide"	5000	"limit test (greater than)"
"105084-66-0"	"DTXSID60146938"	"Phosglycin"	2081	"point estimate"
"105112-76-3"	"DTXSID70668237"	"3,3'-[[3,4-Dihydro-1,1'-biphenyl]-4,4-diylbis(oxy)]dianiline"	2000	"point estimate"
"10519-11-6"	"DTXSID4051534"	"Decahydro-2-naphthyl acetate"	5000	"limit test (greater than)"
"10520-81-7"	"DTXSID60884484"	"Tetradecanoic acid, 2-bromo-"	800	"point estimate"
"105239-91-6"	"DTXSID80147023"	"Cefclidin"	10000	"limit test (greater than)"
"10537-47-0"	"DTXSID1042106"	"Malonoben"	87	"point estimate"
"105419-52-1"	NA	NA	490	"point estimate"
"105426-99-1"	NA	NA	5000	"limit test (greater than)"
"10543-57-4"	"DTXSID5040752"	"Tetraacetylethylenediamine"	2000	"limit test (greater than)"
"10543-57-4"	"DTXSID5040752"	"Tetraacetylethylenediamine"	7940	"point estimate"
"10543-95-0"	"DTXSID80147129"	"2-Propanone, hexafluoro-, hydrate"	190	"point estimate"
"105435-14-1"	NA	NA	1000	"limit test (greater than)"
"10544-63-5"	"DTXSID8065119"	"2-Butenoic acid, ethyl ester"	3000	"point estimate"
"105512-06-9"	"DTXSID6032354"	"Clodinafop-propargyl"	1392	"point estimate"
"105512-06-9"	"DTXSID6032354"	"Clodinafop-propargyl"	2231	"point estimate"
"105512-06-9"	"DTXSID6032354"	"Clodinafop-propargyl"	2240	"point estimate"
"105512-06-9"	"DTXSID6032354"	"Clodinafop-propargyl"	2271	"point estimate"
"10552-74-6"	"DTXSID5037579"	"Nitrothal-isopropyl"	6400	"limit test (greater than)"
"10563-26-5"	"DTXSID2065127"	"1,3-Propanediamine, N,N''-1,2-ethanediylbis-"	1200	"point estimate"
"10563-29-8"	"DTXSID2033445"	"Dimethyldipropylenetriamine"	681	"limit test (greater than)"
"10563-29-8"	"DTXSID2033445"	"Dimethyldipropylenetriamine"	1545	"point estimate"
"10563-29-8"	"DTXSID2033445"	"Dimethyldipropylenetriamine"	1669	"point estimate"
"10563-29-8"	"DTXSID2033445"	"Dimethyldipropylenetriamine"	1907	"point estimate"
"10563-29-8"	"DTXSID2033445"	"Dimethyldipropylenetriamine"	2000	"limit test (less than)"
"10563-70-9"	"DTXSID7046835"	"Melitracen hydrochloride"	170	"point estimate"
"1057-81-4"	NA	NA	1500	"point estimate"
"105770-83-0"	"DTXSID60147324"	"1H-Benzimidazole, 5-(phenylmethyl)-2-(2-propenylthio)-, monohydrochloride"	2000	"limit test (greater than)"
"105774-14-9"	"DTXSID20147325"	"Carbamic acid, (10,11-dihydro-5-(3-(4-(2-hydroxyethyl)-1-piperazinyl)-1-oxopropyl)-5H-dibenz(b,f)azepin-3-yl)-, ethyl ester, monohydrochloride"	147	"point estimate"
"105779-78-0"	"DTXSID9057925"	"Pyrimidifen"	115	"point estimate"
"10589-74-9"	"DTXSID4020084"	"1-Amyl-1-nitrosourea"	560	"point estimate"
"10595-95-6"	"DTXSID6021036"	"N-Nitroso-N-methylethylamine"	90	"point estimate"
"105951-93-7"	NA	NA	2000	"limit test (greater than)"
"106-02-5"	"DTXSID6044359"	"Pentadecan-15-olide"	5000	"limit test (greater than)"
"106-11-6"	"DTXSID4041862"	"Diethylene glycol monostearate"	10000	"limit test (greater than)"
"106-20-7"	"DTXSID7025053"	"2,2'-Diethylhexylamine"	1640	"point estimate"
"106-21-8"	"DTXSID5044360"	"3,7-Dimethyloctan-1-ol"	5000	"limit test (greater than)"
"106-24-1"	"DTXSID8026727"	"Geraniol"	2840	"limit test (greater than)"
"106-24-1"	"DTXSID8026727"	"Geraniol"	2900	"limit test (greater than)"
"106-24-1"	"DTXSID8026727"	"Geraniol"	3600	"point estimate"
"106-24-1"	"DTXSID8026727"	"Geraniol"	4570	"limit test (less than)"
"106-24-1"	"DTXSID8026727"	"Geraniol"	4800	"point estimate"
"106-24-1"	"DTXSID8026727"	"Geraniol"	5900	"limit test (less than)"
"106-25-2"	"DTXSID3026728"	"(2Z)-3,7-Dimethylocta-2,6-dien-1-ol"	4500	"point estimate"
"106-29-6"	"DTXSID1047152"	"Geranyl butyrate"	10660	"point estimate"
"106-30-9"	"DTXSID1040112"	"Ethyl heptanoate"	34640	"limit test (greater than)"
"106-31-0"	"DTXSID8026729"	"Butanoic anhydride"	8790	"point estimate"
"106-32-1"	"DTXSID8051542"	"Ethyl octanoate"	25960	"point estimate"
"106-35-4"	"DTXSID2047438"	"3-Heptanone"	2760	"point estimate"
"106-43-4"	"DTXSID8024814"	"4-Chlorotoluene"	2100	"point estimate"
"106-43-4"	"DTXSID8024814"	"4-Chlorotoluene"	2273	"point estimate"
"106-46-7"	"DTXSID1020431"	"1,4-Dichlorobenzene"	500	"point estimate"
"106-46-7"	"DTXSID1020431"	"1,4-Dichlorobenzene"	3425	"limit test (greater than)"
"106-46-7"	"DTXSID1020431"	"1,4-Dichlorobenzene"	3561	"limit test (greater than)"
"106-46-7"	"DTXSID1020431"	"1,4-Dichlorobenzene"	3790	"point estimate"
"106-46-7"	"DTXSID1020431"	"1,4-Dichlorobenzene"	3863	"point estimate"
"106-46-7"	"DTXSID1020431"	"1,4-Dichlorobenzene"	4153	"limit test (less than)"
"106-46-7"	"DTXSID1020431"	"1,4-Dichlorobenzene"	4277	"limit test (less than)"
"106-47-8"	"DTXSID9020295"	"4-Chloroaniline"	200	"limit test (greater than)"
"106-47-8"	"DTXSID9020295"	"4-Chloroaniline"	300	"point estimate"
"106-47-8"	"DTXSID9020295"	"4-Chloroaniline"	310	"point estimate"
"106-47-8"	"DTXSID9020295"	"4-Chloroaniline"	480	"limit test (less than)"
"106-48-9"	"DTXSID1021871"	"4-Chlorophenol"	500	"point estimate"
"106-48-9"	"DTXSID1021871"	"4-Chlorophenol"	670	"point estimate"
"106-48-9"	"DTXSID1021871"	"4-Chlorophenol"	988	"point estimate"
"106-48-9"	"DTXSID1021871"	"4-Chlorophenol"	1258	"point estimate"
"106-49-0"	"DTXSID6021872"	"4-Methylaniline"	336	"point estimate"
"106-49-0"	"DTXSID6021872"	"4-Methylaniline"	656	"point estimate"
"106-51-4"	"DTXSID6020145"	"1,4-Benzoquinone"	5.6	"point estimate"
"106-51-4"	"DTXSID6020145"	"1,4-Benzoquinone"	100	"point estimate"
"106-51-4"	"DTXSID6020145"	"1,4-Benzoquinone"	130	"point estimate"
"106-55-8"	"DTXSID70861721"	"Piperazine, 2,5-dimethyl-"	3160	"point estimate"
"106-63-8"	"DTXSID1021873"	"Isobutyl acrylate"	4895	"point estimate"
"106-63-8"	"DTXSID1021873"	"Isobutyl acrylate"	7070	"point estimate"
"106-65-0"	"DTXSID5025152"	"Dimethyl succinate"	5000	"limit test (greater than)"
"106-68-3"	"DTXSID3041954"	"3-Octanone"	5000	"limit test (greater than)"
"106-69-4"	"DTXSID0041224"	"1,2,6-Hexanetriol"	15500	"point estimate"
"106-71-8"	"DTXSID1044776"	"2-Cyanoethyl prop-2-enoate"	180	"point estimate"
"106-73-0"	"DTXSID3059345"	"Methyl heptanoate"	5000	"limit test (greater than)"
"106-74-1"	"DTXSID3051545"	"2-Ethoxyethyl acrylate"	1070	"point estimate"
"106-79-6"	"DTXSID1026740"	"Dimethyl decanedioate"	2000	"limit test (greater than)"
"106-87-6"	"DTXSID0020604"	"4-Vinyl-1-cyclohexene dioxide"	2130	"point estimate"
"106-87-6"	"DTXSID0020604"	"4-Vinyl-1-cyclohexene dioxide"	2800	"point estimate"
"106-88-7"	"DTXSID6020569"	"1,2-Epoxybutane"	500	"point estimate"
"106-88-7"	"DTXSID6020569"	"1,2-Epoxybutane"	900	"point estimate"
"106-88-7"	"DTXSID6020569"	"1,2-Epoxybutane"	1170	"point estimate"
"106-89-8"	"DTXSID1020566"	"Epichlorohydrin"	40	"point estimate"
"106-89-8"	"DTXSID1020566"	"Epichlorohydrin"	90	"point estimate"
"106-89-8"	"DTXSID1020566"	"Epichlorohydrin"	175	"point estimate"
"106-89-8"	"DTXSID1020566"	"Epichlorohydrin"	210	"point estimate"
"106-89-8"	"DTXSID1020566"	"Epichlorohydrin"	218	"point estimate"
"106-89-8"	"DTXSID1020566"	"Epichlorohydrin"	282	"point estimate"
"106-90-1"	"DTXSID5025360"	"Glycidyl acrylate"	150	"point estimate"
"106-90-1"	"DTXSID5025360"	"Glycidyl acrylate"	210	"point estimate"
"106-92-3"	"DTXSID9039232"	"Allyl glycidyl ether"	1600	"point estimate"
"106-93-4"	"DTXSID3020415"	"1,2-Dibromoethane"	55	"point estimate"
"106-93-4"	"DTXSID3020415"	"1,2-Dibromoethane"	79	"point estimate"
"106-93-4"	"DTXSID3020415"	"1,2-Dibromoethane"	108	"point estimate"
"106-93-4"	"DTXSID3020415"	"1,2-Dibromoethane"	110	"point estimate"
"106-93-4"	"DTXSID3020415"	"1,2-Dibromoethane"	117	"point estimate"
"106-93-4"	"DTXSID3020415"	"1,2-Dibromoethane"	140	"point estimate"
"106-93-4"	"DTXSID3020415"	"1,2-Dibromoethane"	146	"point estimate"
